index	sentence	label
11475	"An 11-year-old boy who was treated with a relatively high dose of methotrimeprazine meleate ( @Chemical$ ) a phenothiazine antipsychotic drug, was admitted to the pediatric intensive care unit suffering from @Disease$."	1
11476	RESULTS: A 57-year-old woman with a perimesencephalic pattern of @Disease$ and negative CT angiography was treated with carbasalate calcium and intravenous @Chemical$ because of an acute coronary syndrome.	0
11477	"We sought to assess the performance of existing bleeding risk scores, such as the Hypertension, Abnormal Renal/Liver Function, @Disease$, Bleeding History or Predisposition, Labile INR, Elderly, Drugs/@Chemical$ Concomitantly (HAS-BLED) score or the Outpatient Bleeding Risk Index (OBRI), in patients with heart failure with reduced ejection fraction (HFrEF) in sinus rhythm (SR) treated with warfarin or aspirin."	0
11478	We report 3 children with epilepsy who developed @Disease$ after initiation of @Chemical$ for complex partial seizures.	1
11479	"Six of 13 outpatients with schizophrenia who participated in a ten-week open trial of @Chemical$ had an initial good response to the medication followed by development of @Disease$, including feelings of agitation and depression and periods of crying and insomnia."	1
11480	The objective of this study was to assess whether polymorphisms in UGT1A6 and CYP2C9 genes are related to the prevalence of @Disease$ symptoms in cardiovascular patients using @Chemical$ for secondary prevention of ischaemic heart disease.	0
11481	"CONCLUSIONS: Patients who experience aspirin-sensitive @Disease$ should be cautious when taking aspirin and NSAIDs, despite treatment with @Chemical$ inhibitors."	0
11482	@Chemical$-associated @Disease$.	1
11483	"Children with acute lymphoblastic leukemia ( ALL ), treated with @Chemical$ are at risk for @Disease$ or hemorrhage because of coagulation protein deficiencies."	1
11484	We present the management of agranulocytosis and @Disease$ secondary to @Chemical$ with recombinant human granulocyte colony stimulating factor ( G-CSF ).	1
11485	Subanalysis of @Disease$ (23 lesions in 19 patients) confirmed that the administration of @Chemical$ derivatives (P = 0.01) and that of multiple agents (P = 0.02) were the significant factors.	0
11486	Several @Chemical$ desensitization protocols exist and have been proven to successfully treat ASA @Disease$ and allow for ASA therapy to be safely initiated.	0
11487	"We investigated the risks of ischemic stroke and intracranial hemorrhage (@Disease$) in relation to warfarin at various TTRs in a real-world cohort of Chinese patients with atrial fibrillation receiving warfarin and compared with those on dabigatran, @Chemical$, and no therapy."	0
11488	"The mechanism of the @Disease$ induced by @Chemical$ treatment was investigated in a 24-year-old hypertensive patient with hypophosphatemic osteomalacia, who was the youngest of four patients, belonging to a 23 number kindred of five generations."	1
11489	AIM: The aim of this study was to examine the genotypes of RAS genes related to the risk of peptic @Disease$ and ulcer bleeding among patients taking low dose @Chemical$.	0
11490	"We report the case histories of identical twin brothers who developed concordant acute lymphoblastic leukemia at the age of 4 years and who later developed @Disease$ and hydrocephalus related to central nervous system prophylaxis by, in the first case intrathecally administered @Chemical$ and, in the second by intrathecally administered methotrexate and cranial irradiation."	1
11491	AIM : Report of a case of a woman patient who developed @Disease$ after pegylated interferon alpha-2a and @Chemical$ use for chronic hepatitis C.	1
11492	"For the TKA cohort specifically, (3) was the frequency of systemic @Disease$ events and complications related to chemical prophylaxis higher with @Chemical$ compared with mechanical compression plus ASA?"	0
11493	@Disease$ and mucinosis secondary to @Chemical$.	1
11494	@Chemical$-associated @Disease$.	1
11495	"Comparable adverse effects, such as disorientation and @Disease$, have been reported in patients in the analogous agent, @Chemical$."	1
11496	"The case reported here is of a child given a large dose of intravenous @Chemical$ ( 16 mg / kg ) over 3 hours, who subsequently developed features of @Disease$."	1
11497	Microtrauma-induced recurrent hyphema and secondary  @Disease$ associated with chronic @Chemical$ use.	0
11498	"CONCLUSIONS: For patients taking @Chemical$ for primary or secondary prophylaxis, the American Society of Regional Anesthesia and Pain Medicine antiplatelet and anticoagulation guidelines for spine and @Disease$ procedures recommend a shared assessment and risk stratification when deciding to hold the medication for intermediate-risk neuraxial procedures."	0
11499	We report a patient with chronic renal failure and ischemic heart disease who developed clinically significant @Disease$ after an axillary block with bupivacaine and additional injection of @Chemical$ in the operative field.	1
11500	"Of the remaining 493 patients, 11 patients (2.2%) presented with post-polypectomy @Disease$ within 30 days of the investigation of which 8 were on @Chemical$."	0
11501	"Dyspnea, @Disease$, and pleuritic chest pain occurred within 24 hours of @Chemical$ administration, and there was no other apparent explanation."	1
11502	Patients with peripheral @Disease$ on long-term aspirin therapy (&gt;=4 wk) were tested for @Chemical$ responsiveness by means of the VerifyNow Aspirin Assay.	0
11503	"On day 1, peak final-extent inhibition of platelet aggregation (IPA) was observed 2-4 h post-dose with @Chemical$, whereas clopidogrel minimally inhibited @Disease$ (mean percentage IPA &lt; 20%, all time points)."	0
11504	We assessed whether the association of @Chemical$ and other NSAIDs with postmenopausal breast cancer risk differs by estrogen and progesterone receptor (ER and PR) status of the @Disease$.	0
11505	CONCLUSIONS : The risk of drug-induced @Disease$ due to the potential interaction between @Chemical$ and azithromycin or clarithromycin should be considered before the concomitant use of these agents.	1
11506	"The day after @Chemical$ was stopped, while he was still receiving clomipramine 150 mg / d, he began behaving oddly, started @Disease$, shivering, and became tremulous, agitated, and confused."	1
11507	"Pre-association of @Chemical$ with PC provides a novel therapeutic approach to significantly reduce aspirin-induced small @Disease$ and bleeding, as may occur with enteric-coated aspirin."	0
11508	We report the occurrence of spontaneous @Disease$ in an human immunodeficiency virus ( HIV )-infected adolescent with hemophilia A who was receiving @Chemical$ ( APV ).	1
11509	"@Disease$ from @Chemical$ has been rarely reported, and to the best of our knowledge there is no published report of ceftriaxone-induced FDE in the literature."	1
11510	We describe the first documented case of @Chemical$-induced severe @Disease$ due to thiopurine methyltransferase deficiency in autoimmune liver disease.	1
11511	"We report a 50-year-old male patient with a 15-year history of psoriasis including mutilating psoriatic arthritis, in whom the withdrawal of @Chemical$ induced a generalised pustular exacerbation and a @Disease$."	1
11512	"All active therapies except @Chemical$ increased risk of composite @Disease$ by 2 to 4-fold compared to apixaban 2.5mg, with no difference found between the two apixaban doses."	0
11513	CONCLUSIONS: The presence of the SLCO1B1*1b/*1b diplotype may be a risk factor for aspirin-induced @Disease$ in elderly Chinese men taking @Chemical$ and an ACEI or ARB concomitantly.	0
11514	"There was an overall 29% reduced risk of @Disease$ corresponding to @Chemical$ use (RR  = 0.71, 95% CI 0.60-0.82)."	0
11515	"@Chemical$-exacerbated respiratory disease (AERD) is a unique syndrome of airway inflammation that frequently occurs in patients with nasal polyposis, chronic sinusitis, and @Disease$."	0
11516	"OBJECTIVE : The purpose of this study was to determine whether desensitization to @Chemical$, as well as standard insulin desensitization, could control @Disease$ in a patient allergic to both NPH and regular insulin."	1
11517	@Chemical$ desensitization is a safe and simple way to manage ASA @Disease$.	0
11518	"METHODS: Of 74 patients with @Chemical$ and a history of aspirin @Disease$ studied by us, two patients (probands) gave a family history of aspirin intolerance."	0
11519	A case of prolonged @Chemical$ @Disease$ successfully terminated by the infusion of a commercial preparation of serumcholinesterase is reported.	1
11520	"A @Chemical$ hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, @Disease$, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy."	1
11521	"We experienced a male patient with psoriasis and hypertension whose conditions were treated with tacalcitol ointment and @Chemical$, respectively, resulting in @Disease$ and hypercalcemia."	1
11522	We report 3 cases of children with acute lymphoblastic leukemia who developed seizures and @Disease$ after @Chemical$ therapy.	1
11523	@Disease$ induced by @Chemical$ in a patient with ulcerative colitis.	1
11524	"We describe a patient with a liver abscess due to Entamoeba histolytica, in whom @Chemical$ therapy ( total dose, 21 g over 14 days ) was complicated by reversible deafness, tinnitus, and ataxia and who relapsed 5 months later with a @Disease$."	1
11525	INTRODUCTION : We describe the neurointensive care ( NIC ) management of a patient with @Disease$ and raised intracranial pressure ( ICP ) after severe @Chemical$ ( VPA ) intoxication.	1
11526	@Disease$ in asthmatic children treated with high-dose @Chemical$.	1
11527	"Previous studies have demonstrated the interaction of @Chemical$ and a variety of non-steroidal, anti-inflammatory drugs ( NSAIDs ) with various clinical manifestations including acute renal failure, pancytopenia, vomiting, diarrhea, elevated liver transaminases, jaundice, mucosal ulcerations, and @Disease$."	1
